"","studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","germplasmEntryNumber","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Biomass_1_oat_g","Biomass_2_oat_g","Biomass_3_oat_g","Biomass_4_oat_g","Grain weight - g|CO_350:0005123","oat_grain_yield","Lodging","Biomass_1_pea_g","Biomass_2_pea_g","Biomass_3_pea_g","Biomass_4_pea_g","Pea grain weight - g|COMP:0000009","pea_grain_yield","Pea plant establishment - plants/ft2|COMP:0000052","Pea plant height - cm|day 151|COMP:0000087","Pea plant height - cm|day 176|COMP:0000088","Pea plant height - cm|day 196|COMP:0000089","Pea plant height - cm|day 214|COMP:0000090","Plant establishment - plants/ft2|CO_350:0005124","Plant height - cm|day 151|COMP:0000075","Plant height - cm|day 176|COMP:0000076","Plant height - cm|day 196|COMP:0000077","Plant height - cm|day 214|COMP:0000078","Biomass_1_weed_g","Biomass_2_weed_g","Biomass_3_weed_g","Biomass_4_weed_g","notes","AUSTRIAN FIELD PEAS","DS Admiral","Frostmaster Peas","Icicle Winter Peas","Maxum","ND Dawn","ND Victory","NDP140510Y","NDP150231Y","NDP150412G","Organic 4010","delta field pea","peaName","pea_type"
"29",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",201461,"WI_X10710-7","WI X10710-7,WIX10710-7,X10710-7",NA,"subplot",713921,"SpringOatPeaIntercrop_2024_NY_106_subplot_2",1,3,106,1,16,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,21,23,78,97,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"30",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",201461,"WI_X10710-7","WI X10710-7,WIX10710-7,X10710-7",NA,"subplot",713923,"SpringOatPeaIntercrop_2024_NY_106_subplot_3",1,3,106,1,16,"test",NA,NA,NA,240.9,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,10,22,77,96,105,NA,NA,218.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"31",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202123,"IL17-7339","17-7339",NA,"plot",711250,"SpringOatPeaIntercrop_2024_NY_107",1,3,107,1,17,"test",NA,NA,NA,NA,NA,129,49,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"32",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202123,"IL17-7339","17-7339",NA,"subplot",713973,"SpringOatPeaIntercrop_2024_NY_107_subplot_1",1,3,107,1,17,"test",NA,NA,NA,294.6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,34,25,75,75,87,NA,NA,126.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"33",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202123,"IL17-7339","17-7339",NA,"subplot",713975,"SpringOatPeaIntercrop_2024_NY_107_subplot_2",1,3,107,1,17,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,17,22,71,84,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"34",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202123,"IL17-7339","17-7339",NA,"subplot",713977,"SpringOatPeaIntercrop_2024_NY_107_subplot_3",1,3,107,1,17,"test",NA,NA,222.6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,29,24,73,78,90,NA,55.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"35",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202123,"IL17-7339","17-7339",NA,"plot",711206,"SpringOatPeaIntercrop_2024_NY_108",1,3,108,1,18,"test",NA,NA,NA,NA,NA,99,37,3,NA,NA,NA,NA,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND Victory",NA,NA,NA,NA,NA,"ND Victory","field"
"36",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202123,"IL17-7339","17-7339",NA,"subplot",713666,"SpringOatPeaIntercrop_2024_NY_108_subplot_1",1,3,108,1,18,"test",NA,NA,NA,364.2,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,5,15,56,57,78,60,30,74,76,86,NA,NA,95.8,NA,NA,NA,NA,NA,NA,NA,NA,"ND Victory",NA,NA,NA,NA,NA,"ND Victory","field"
"37",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202123,"IL17-7339","17-7339",NA,"subplot",713668,"SpringOatPeaIntercrop_2024_NY_108_subplot_2",1,3,108,1,18,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,15,65,61,75,22,23,75,84,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND Victory",NA,NA,NA,NA,NA,"ND Victory","field"
"38",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",202123,"IL17-7339","17-7339",NA,"subplot",713670,"SpringOatPeaIntercrop_2024_NY_108_subplot_3",1,3,108,1,18,"test",NA,NA,162.6,NA,NA,NA,NA,NA,NA,16.7,NA,NA,NA,NA,2,16,69,67,71,19,23,80,81,83,NA,116.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND Victory",NA,NA,NA,NA,NA,"ND Victory","field"
"39",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",97939,"SABER","CV-377,IL02-8658",NA,"plot",711342,"SpringOatPeaIntercrop_2024_NY_109",1,3,109,1,19,"test",NA,NA,NA,NA,NA,113,38,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"40",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",97939,"SABER","CV-377,IL02-8658",NA,"subplot",714561,"SpringOatPeaIntercrop_2024_NY_109_subplot_1",1,3,109,1,19,"test",NA,NA,NA,244.6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,12,23,94,93,105,NA,NA,225.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"41",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",97939,"SABER","CV-377,IL02-8658",NA,"subplot",714563,"SpringOatPeaIntercrop_2024_NY_109_subplot_2",1,3,109,1,19,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,14,22,90,93,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"42",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",97939,"SABER","CV-377,IL02-8658",NA,"subplot",714565,"SpringOatPeaIntercrop_2024_NY_109_subplot_3",1,3,109,1,19,"test",NA,NA,296.3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,25,30,88,94,97,NA,61.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"43",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510806,"SD180580","SD180580",NA,"subplot",714047,"SpringOatPeaIntercrop_2024_NY_10_subplot_1",1,1,10,1,10,"test",NA,NA,NA,NA,269.9,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,21,24,87,106,114,NA,NA,NA,179.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"44",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510806,"SD180580","SD180580",NA,"subplot",714048,"SpringOatPeaIntercrop_2024_NY_10_subplot_2",1,1,10,1,10,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,46,26,82,96,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"45",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510806,"SD180580","SD180580",NA,"subplot",714049,"SpringOatPeaIntercrop_2024_NY_10_subplot_3",1,1,10,1,10,"test",NA,23.7,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,22,23,86,99,110,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"46",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",201461,"WI_X10710-7","WI X10710-7,WIX10710-7,X10710-7",NA,"plot",711313,"SpringOatPeaIntercrop_2024_NY_11",1,1,11,2,10,"test",NA,NA,NA,NA,NA,311,138,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"47",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",97939,"SABER","CV-377,IL02-8658",NA,"plot",711233,"SpringOatPeaIntercrop_2024_NY_110",1,3,110,1,20,"test",NA,NA,NA,NA,NA,105,47,0,NA,NA,NA,NA,19,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"delta field pea","delta field pea","field"
"48",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",97939,"SABER","CV-377,IL02-8658",NA,"subplot",713756,"SpringOatPeaIntercrop_2024_NY_110_subplot_1",1,3,110,1,20,"test",NA,NA,NA,285.1,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,5,17,66,67,81,34,27,94,103,96,NA,NA,153.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"delta field pea","delta field pea","field"
"49",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",97939,"SABER","CV-377,IL02-8658",NA,"subplot",713758,"SpringOatPeaIntercrop_2024_NY_110_subplot_2",1,3,110,1,20,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,17,63,74,54,28,24,88,97,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"delta field pea","delta field pea","field"
"50",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",97939,"SABER","CV-377,IL02-8658",NA,"subplot",713761,"SpringOatPeaIntercrop_2024_NY_110_subplot_3",1,3,110,1,20,"test",NA,NA,99.7,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,0,16,70,48,58,9,21,88,99,105,NA,112.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"delta field pea","delta field pea","field"
"51",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499632,"A11","A11",NA,"plot",711278,"SpringOatPeaIntercrop_2024_NY_111",1,3,111,2,20,"test",NA,NA,NA,NA,NA,157,54,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"52",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499632,"A11","A11",NA,"subplot",714077,"SpringOatPeaIntercrop_2024_NY_111_subplot_1",1,3,111,2,20,"test",NA,45.7,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,15,0,0,0,20,22,78,82,89,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"53",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499632,"A11","A11",NA,"subplot",714078,"SpringOatPeaIntercrop_2024_NY_111_subplot_2",1,3,111,2,20,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,32,25,81,84,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"54",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499632,"A11","A11",NA,"subplot",714079,"SpringOatPeaIntercrop_2024_NY_111_subplot_3",1,3,111,2,20,"test",NA,NA,NA,NA,168.3,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,14,22,77,86,86,NA,NA,NA,243.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"55",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499632,"A11","A11",NA,"plot",711306,"SpringOatPeaIntercrop_2024_NY_112",1,3,112,2,19,"test",NA,NA,NA,NA,NA,54,20,1,NA,NA,NA,NA,30,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas","forage"
"56",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499632,"A11","A11",NA,"subplot",714131,"SpringOatPeaIntercrop_2024_NY_112_subplot_1",1,3,112,2,19,"test",NA,38.5,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,4,19,91,104,107,24,19,86,83,95,7.7,NA,NA,NA,NA,NA,NA,"Frostmaster Peas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas","forage"
"57",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499632,"A11","A11",NA,"subplot",714132,"SpringOatPeaIntercrop_2024_NY_112_subplot_2",1,3,112,2,19,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,19,84,82,100,30,24,79,82,85,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas","forage"
"58",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499632,"A11","A11",NA,"subplot",714133,"SpringOatPeaIntercrop_2024_NY_112_subplot_3",1,3,112,2,19,"test",NA,NA,NA,NA,189.5,NA,NA,NA,NA,NA,NA,39,NA,NA,7,19,80,90,104,28,21,75,84,84,NA,NA,NA,117.6,NA,NA,NA,"Frostmaster Peas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas","forage"
"59",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510817,"OT2130","OT2130",NA,"plot",711226,"SpringOatPeaIntercrop_2024_NY_113",1,3,113,2,18,"test",NA,NA,NA,NA,NA,210,72,3,NA,NA,NA,NA,82,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Organic 4010",NA,"Organic 4010","forage"
"60",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510817,"OT2130","OT2130",NA,"subplot",713823,"SpringOatPeaIntercrop_2024_NY_113_subplot_1",1,3,113,2,18,"test",NA,NA,NA,NA,237.1,NA,NA,NA,NA,NA,NA,70.7,NA,NA,8,21,86,92,97,13,29,77,91,96,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Organic 4010",NA,"Organic 4010","forage"
"61",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510817,"OT2130","OT2130",NA,"subplot",713825,"SpringOatPeaIntercrop_2024_NY_113_subplot_2",1,3,113,2,18,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,15,88,88,94,21,25,86,94,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Organic 4010",NA,"Organic 4010","forage"
"62",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510817,"OT2130","OT2130",NA,"subplot",713827,"SpringOatPeaIntercrop_2024_NY_113_subplot_3",1,3,113,2,18,"test",NA,15.2,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,1,19,63,71,87,7,19,72,100,101,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Organic 4010",NA,"Organic 4010","forage"
"63",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510817,"OT2130","OT2130",NA,"plot",711331,"SpringOatPeaIntercrop_2024_NY_114",1,3,114,2,17,"test",NA,NA,NA,NA,NA,271,105,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"64",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510817,"OT2130","OT2130",NA,"subplot",714378,"SpringOatPeaIntercrop_2024_NY_114_subplot_1",1,3,114,2,17,"test",NA,NA,NA,NA,306.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,17,21,97,105,102,NA,NA,NA,271.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"65",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510817,"OT2130","OT2130",NA,"subplot",714380,"SpringOatPeaIntercrop_2024_NY_114_subplot_2",1,3,114,2,17,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,21,24,93,103,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"66",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510817,"OT2130","OT2130",NA,"subplot",714382,"SpringOatPeaIntercrop_2024_NY_114_subplot_3",1,3,114,2,17,"test",NA,17.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,19,23,86,104,103,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"67",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531142,"SD191467",NA,NA,"plot",711210,"SpringOatPeaIntercrop_2024_NY_115",1,3,115,2,16,"test",NA,NA,NA,NA,NA,168,63,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
