studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Above ground dry biomass - g|day 157|COMP:0000019,Above ground dry biomass - g|day 172|COMP:0000020,Above ground dry biomass - g|day 192|COMP:0000021,Above ground dry biomass - g|day 214|COMP:0000022,Ear emergence|day 164|COMP:0000014,Ear emergence|day 171|COMP:0000015,Grain weight - g|day 221|COMP:0000029,Grain yield - g/m2|CO_350:0000260,Lodging severity - 0-9 Rating|day 181|COMP:0000016,Lodging severity - 0-9 Rating|day 186|COMP:0000017,Lodging severity - 0-9 Rating|day 221|COMP:0000018,Oat maturity - %|day 191|COMP:0000011,Oat maturity - %|day 200|COMP:0000012,Oat maturity - %|day 206|COMP:0000013,Pea above ground dry biomass - g|day 157|COMP:0000031,Pea above ground dry biomass - g|day 172|COMP:0000032,Pea above ground dry biomass - g|day 192|COMP:0000033,Pea above ground dry biomass - g|day 214|COMP:0000034,Pea flowering - y/n|day 164|COMP:0000035,Pea flowering - y/n|day 171|COMP:0000036,Pea fruiting - y/n|day 171|COMP:0000037,Pea grain weight - g|day 221|COMP:0000038,Pea grain yield - g/m2|COMP:0000049,Pea maturity - %|day 191|COMP:0000046,Pea maturity - %|day 200|COMP:0000047,Pea maturity - %|day 206|COMP:0000048,Pea plant establishment - plants/m2|day 153|COMP:0000045,Pea plant height - cm|day 164|COMP:0000040,Pea plant height - cm|day 180|COMP:0000041,Pea plant height - cm|day 186|COMP:0000042,Pea plant height - cm|day 200|COMP:0000043,Pea plant height - cm|day 208|COMP:0000044,Plant establishment - plants/m2|day 153|COMP:0000028,Plant height - cm|day 164|COMP:0000023,Plant height - cm|day 180|COMP:0000024,Plant height - cm|day 186|COMP:0000025,Plant height - cm|day 200|COMP:0000026,Plant height - cm|day 208|COMP:0000027,notes,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_AUSTRIAN FIELD PEAS,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_DS Admiral,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_Frostmaster Peas,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_Icicle Winter Peas,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_Maxum,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_ND Dawn,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_ND Victory,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_NDP140510Y,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_NDP150231Y,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_NDP150412G,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_Organic 4010,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_delta field pea
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",102429,GOPHER,"03C0700851,AA 568,BGR8099,CAP 0038,C.I. No. 2027,Copher,Favorit,GOPH,Gopher,GOPHER (ck),Gopher Oats,Minnesota No. 674,Mn 674,RL 158,RL 1793,RL 834,RL No. 158",subplot,701407,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_79_subplot_3,1,4,79,4,2,test,,,,82.1,,,,,,,,,,,,,,37.1,,,,,,,,,,79.36507937,44,80,75,74,70,214.2857143,52,100,105,100,108,,,,,,,,,,,1,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510806,SD180580,SD180580,subplot,701420,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_7_subplot_1,1,1,7,1,7,test,,,,59.5,,,,,,,,,,,,,,126.8,,,,,,,,,,63.49206349,50,67,70,72,72,119.047619,50,70,70,74,74,,,1,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510806,SD180580,SD180580,subplot,701421,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_7_subplot_2,1,1,7,1,7,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.49206349,60,73,80,74,56,150.7936508,40,70,75,71,70,,,1,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510806,SD180580,SD180580,subplot,701422,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_7_subplot_3,1,1,7,1,7,test,,,34,,,,,,,,,,,,,,62.4,,,,,,,,,,,71.42857143,55,72,70,72,69,95.23809524,35,70,70,70,70,,,1,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202018,IL17-1253,17-1253,plot,548265,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_8,1,1,8,1,8,check,,,,,,0,1,185.4,81.74603175,,0,0,0,90,95,,,,,1,1,1,283.5,125,30,100,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,1,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202018,IL17-1253,17-1253,plot,548239,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_80,1,4,80,4,1,test,,,,,,0,1,274,120.8112875,0,0,0,,80,95,,,,,0,1,0,240.9,106.2169312,0,100,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,,,,,1,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202018,IL17-1253,17-1253,subplot,701315,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_80_subplot_1,1,4,80,4,1,test,,,52.9,,,,,,,,,,,,,,30.4,,,,,,,,,,,79.36507937,37,70,70,77,78,166.6666667,46,70,85,74,73,,,,,,,,,,1,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202018,IL17-1253,17-1253,subplot,701316,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_80_subplot_2,1,4,80,4,1,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.55555556,40,80,75,76,77,214.2857143,50,85,90,88,87,,,,,,,,,,1,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202018,IL17-1253,17-1253,subplot,701317,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_80_subplot_3,1,4,80,4,1,test,,,,65.3,,,,,,,,,,,,,,129.6,,,,,,,,,,71.42857143,50,95,85,85,91,142.8571429,55,90,85,91,72,,,,,,,,,,1,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",88226,NEWBURG,"ND030365,NEWBERG,Newburg,Newburg (ck)",plot,548288,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_81,1,4,81,5,20,test,,,,,,0,1,196.8,86.77248677,0,0,0,0,60,80,,,,,1,1,1,202.9,89.46208113,0,100,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,,,,1,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",88226,NEWBURG,"ND030365,NEWBERG,Newburg,Newburg (ck)",subplot,701465,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_81_subplot_1,1,4,81,5,20,test,,,,,123.6,,,,,,,,,,,,,,65.9,,,,,,,,,63.49206349,47,60,65,64,71,214.2857143,49,83,105,97,100,,,,,,,,,1,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",88226,NEWBURG,"ND030365,NEWBERG,Newburg,Newburg (ck)",subplot,701466,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_81_subplot_2,1,4,81,5,20,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.49206349,43,60,55,55,66,253.968254,46,90,100,98,94,,,,,,,,,1,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",88226,NEWBURG,"ND030365,NEWBERG,Newburg,Newburg (ck)",subplot,701467,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_81_subplot_3,1,4,81,5,20,test,,,39.4,,,,,,,,,,,,,,64.8,,,,,,,,,,,23.80952381,44,65,60,59,60,166.6666667,46,85,100,93,100,,,,,,,,,1,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510819,MN18038X_008,"MN-18038X-008,MN18038X-008,MN18038X008",plot,548250,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_82,1,4,82,5,19,check,,,,,,0,0,192.5,84.87654321,2,1,5,0,50,85,,,,,0,1,0,201.6,88.88888889,30,90,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,,,,,,,1,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510819,MN18038X_008,"MN-18038X-008,MN18038X-008,MN18038X008",subplot,701249,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_82_subplot_1,1,4,82,5,19,check,,,,,90.8,,,,,,,,,,,,,,158.2,,,,,,,,,55.55555556,54,120,95,66,74,95.23809524,50,75,70,94,78,,,,,,,,,,,,1,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510819,MN18038X_008,"MN-18038X-008,MN18038X-008,MN18038X008",subplot,701250,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_82_subplot_2,1,4,82,5,19,check,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.74603175,56,110,105,91,84,222.2222222,48,80,90,82,95,,,,,,,,,,,,1,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510819,MN18038X_008,"MN-18038X-008,MN18038X-008,MN18038X008",subplot,701251,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_82_subplot_3,1,4,82,5,19,check,,27.3,,,,,,,,,,,,,,10.1,,,,,,,,,,,,23.80952381,47,95,100,92,80,301.5873016,42,80,90,100,97,,,,,,,,,,,,1,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510820,ND170376,ND170376,plot,548216,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_83,1,4,83,5,18,test,,,,,,0,1,155.9,68.73897707,0,0,0,0,40,80,,,,,1,1,1,207.5,91.49029982,50,100,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,,1,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510820,ND170376,ND170376,subplot,701342,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_83_subplot_1,1,4,83,5,18,test,,,46.7,,,,,,,,,,,,,,46.9,,,,,,,,,,,47.61904762,44,60,75,48,48,119.047619,52,90,100,96,92,,,,,,,1,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510820,ND170376,ND170376,subplot,701343,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_83_subplot_2,1,4,83,5,18,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.61904762,41,60,55,59,59,95.23809524,54,95,100,100,99,,,,,,,1,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510820,ND170376,ND170376,subplot,701344,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_83_subplot_3,1,4,83,5,18,test,,,,68.5,,,,,,,,,,,,,,77.4,,,,,,,,,,63.49206349,40,55,70,45,45,134.9206349,41,90,95,95,95,,,,,,,1,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",100173,BUCKSKIN,"Buckskin,IL 99-1338,IL99-1338",plot,548289,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_84,1,4,84,5,17,test,,,,,,1,1,169.2,74.6031746,0,0,0,65,90,95,,,,,1,1,1,184.5,81.34920635,75,100,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,,1,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",100173,BUCKSKIN,"Buckskin,IL 99-1338,IL99-1338",subplot,701354,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_84_subplot_1,1,4,84,5,17,test,,,,,76.9,,,,,,,,,,,,,,60.6,,,,,,,,,31.74603175,37,55,65,50,63,166.6666667,50,65,70,67,68,,,,,,,1,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",100173,BUCKSKIN,"Buckskin,IL 99-1338,IL99-1338",subplot,701355,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_84_subplot_2,1,4,84,5,17,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.68253968,38,60,60,45,53,214.2857143,52,75,75,69,75,,,,,,,1,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",100173,BUCKSKIN,"Buckskin,IL 99-1338,IL99-1338",subplot,701356,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_84_subplot_3,1,4,84,5,17,test,,27,,,,,,,,,,,,,,24.1,,,,,,,,,,,,95.23809524,38,40,45,42,38,269.8412698,49,60,75,70,66,,,,,,,1,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202026,IL17-1704,17-1704,plot,548292,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_85,1,4,85,5,16,test,,,,,,1,1,113.1,49.86772487,3,3,9,,50,95,,,,,0,1,0,211,93.0335097,0,95,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,,,,,,,1,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202026,IL17-1704,17-1704,subplot,701408,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_85_subplot_1,1,4,85,5,16,test,,,45.9,,,,,,,,,,,,,,38.3,,,,,,,,,,,23.80952381,48,52,70,26,26,71.42857143,46,46,60,60,65,,,,,,,,,,,,1,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202026,IL17-1704,17-1704,subplot,701409,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_85_subplot_2,1,4,85,5,16,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.68253968,46,99,95,69,64,182.5396825,46,65,75,42,56,,,,,,,,,,,,1,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202026,IL17-1704,17-1704,subplot,701410,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_85_subplot_3,1,4,85,5,16,test,,,,49.1,,,,,,,,,,,,,,84.6,,,,,,,,,,55.55555556,44,94,85,50,51,95.23809524,42,60,60,66,73,,,,,,,,,,,,1,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510798,SD181237,SD181237,plot,548253,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_86,1,4,86,5,15,test,,,,,,0,1,182.1,80.29100529,0,0,0,0,40,70,,,,,1,1,1,376.3,165.9171076,45,100,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,1,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510798,SD181237,SD181237,subplot,701222,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_86_subplot_1,1,4,86,5,15,test,,25.9,,,,,,,,,,,,,,15.2,,,,,,,,,,,,23.80952381,53,85,60,49,65,174.6031746,51,95,95,100,104,,,1,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510798,SD181237,SD181237,subplot,701223,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_86_subplot_2,1,4,86,5,15,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.984127,46,70,60,71,70,39.68253968,55,95,100,100,103,,,1,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510798,SD181237,SD181237,subplot,701224,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_86_subplot_3,1,4,86,5,15,test,,,,88.3,,,,,,,,,,,,,,103.9,,,,,,,,,,55.55555556,43,65,70,61,59,222.2222222,56,90,100,94,94,,,1,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202122,IL17-7334,17-7334,plot,548235,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_87,1,4,87,5,14,test,,,,,,1,1,311.5,137.345679,0,0,5,60,80,100,,,,,0,0,0,200.5,88.40388007,0,10,79,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,1,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202122,IL17-7334,17-7334,subplot,701426,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_87_subplot_1,1,4,87,5,14,test,,,,93.8,,,,,,,,,,,,,,89.2,,,,,,,,,,23.80952381,37,85,100,21,55,246.031746,42,62,65,40,60,,,,,1,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202122,IL17-7334,17-7334,subplot,701427,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_87_subplot_2,1,4,87,5,14,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.87301587,39,83,90,63,58,420.6349206,45,60,65,68,66,,,,,1,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202122,IL17-7334,17-7334,subplot,701428,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_87_subplot_3,1,4,87,5,14,test,,,37.3,,,,,,,,,,,,,,25.1,,,,,,,,,,,31.74603175,29,85,100,61,59,261.9047619,39,62,50,31,42,,,,,1,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",98592,BAKER,"Baker,IA97105-3",plot,548277,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_88,1,4,88,5,13,test,,,,,,0,1,0.2,0.088183422,7,5,9,10,90,100,,,,,0,1,0,198.5,87.52204586,0,60,95,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,1,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",98592,BAKER,"Baker,IA97105-3",subplot,701330,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_88_subplot_1,1,4,88,5,13,test,,8.8,,,,,,,,,,,,,,13,,,,,,,,,,,,71.42857143,61,33,60,41,44,63.49206349,45,42,30,30,30,,,,1,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",98592,BAKER,"Baker,IA97105-3",subplot,701331,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_88_subplot_2,1,4,88,5,13,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.55555556,59,94,100,60,39,103.1746032,45,44,15,5,6,,,,1,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",98592,BAKER,"Baker,IA97105-3",subplot,701332,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_88_subplot_3,1,4,88,5,13,test,,,,67.5,,,,,,,,,,,,,,239.1,,,,,,,,,,31.74603175,51,99,85,35,55,246.031746,41,49,35,18,16,,,,1,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510822,MN18015X_004,"MN-18015X-004,MN18015X-004,MN18015X004",plot,548234,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_89,1,4,89,5,12,test,,,,,,1,1,0.9,0.396825397,6,6,9,5,90,100,,,,,0,1,0,447.4,197.2663139,0,90,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,1,,,,,,,
