subplot_name,subplot_id,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,subplot_number,Plant Height (Text),Pea Plant Height (Text)
SpringOatPeaIntercrop_2024_NY_188_subplot_2,714063,SpringOatPeaIntercrop_2024_NY_188,SD170935,188,4,,1,,,2,34,19
SpringOatPeaIntercrop_2024_NY_188_subplot_3,714064,SpringOatPeaIntercrop_2024_NY_188,SD170935,188,4,,1,,,3,28,14
SpringOatPeaIntercrop_2024_NY_189_subplot_1,713787,SpringOatPeaIntercrop_2024_NY_189,WI_X10680-3,189,4,,1,,,1,26,11
SpringOatPeaIntercrop_2024_NY_189_subplot_2,713789,SpringOatPeaIntercrop_2024_NY_189,WI_X10680-3,189,4,,1,,,2,31,13
SpringOatPeaIntercrop_2024_NY_189_subplot_3,713791,SpringOatPeaIntercrop_2024_NY_189,WI_X10680-3,189,4,,1,,,3,26,12
SpringOatPeaIntercrop_2024_NY_190_subplot_1,713984,SpringOatPeaIntercrop_2024_NY_190,WI_X10680-3,190,4,,1,,,1,28,0
SpringOatPeaIntercrop_2024_NY_190_subplot_2,713986,SpringOatPeaIntercrop_2024_NY_190,WI_X10680-3,190,4,,1,,,2,28,0
SpringOatPeaIntercrop_2024_NY_190_subplot_3,713988,SpringOatPeaIntercrop_2024_NY_190,WI_X10680-3,190,4,,1,,,3,27,0
SpringOatPeaIntercrop_2024_NY_191_subplot_1,714163,SpringOatPeaIntercrop_2024_NY_191,WI_X10642-3,191,4,,1,,,1,27,0
SpringOatPeaIntercrop_2024_NY_191_subplot_2,714165,SpringOatPeaIntercrop_2024_NY_191,WI_X10642-3,191,4,,1,,,2,30,0
SpringOatPeaIntercrop_2024_NY_191_subplot_3,714167,SpringOatPeaIntercrop_2024_NY_191,WI_X10642-3,191,4,,1,,,3,22,0
SpringOatPeaIntercrop_2024_NY_192_subplot_1,714092,SpringOatPeaIntercrop_2024_NY_192,WI_X10642-3,192,4,,1,,,1,26,15
SpringOatPeaIntercrop_2024_NY_192_subplot_2,714093,SpringOatPeaIntercrop_2024_NY_192,WI_X10642-3,192,4,,1,,,2,32,17
SpringOatPeaIntercrop_2024_NY_192_subplot_3,714094,SpringOatPeaIntercrop_2024_NY_192,WI_X10642-3,192,4,,1,,,3,26,17
SpringOatPeaIntercrop_2024_NY_193_subplot_1,714023,SpringOatPeaIntercrop_2024_NY_193,NATTY,193,4,,1,,,1,28,16
SpringOatPeaIntercrop_2024_NY_193_subplot_2,714024,SpringOatPeaIntercrop_2024_NY_193,NATTY,193,4,,1,,,2,32,20
SpringOatPeaIntercrop_2024_NY_193_subplot_3,714025,SpringOatPeaIntercrop_2024_NY_193,NATTY,193,4,,1,,,3,26,13
SpringOatPeaIntercrop_2024_NY_194_subplot_1,714431,SpringOatPeaIntercrop_2024_NY_194,NATTY,194,4,,1,,,1,25,0
SpringOatPeaIntercrop_2024_NY_194_subplot_2,714433,SpringOatPeaIntercrop_2024_NY_194,NATTY,194,4,,1,,,2,30,0
SpringOatPeaIntercrop_2024_NY_194_subplot_3,714435,SpringOatPeaIntercrop_2024_NY_194,NATTY,194,4,,1,,,3,28,0
SpringOatPeaIntercrop_2024_NY_195_subplot_1,713557,SpringOatPeaIntercrop_2024_NY_195,OGLE,195,4,,1,,,1,32,17
SpringOatPeaIntercrop_2024_NY_195_subplot_2,713559,SpringOatPeaIntercrop_2024_NY_195,OGLE,195,4,,1,,,2,31,17
SpringOatPeaIntercrop_2024_NY_195_subplot_3,713561,SpringOatPeaIntercrop_2024_NY_195,OGLE,195,4,,1,,,3,26,15
SpringOatPeaIntercrop_2024_NY_196_subplot_1,713775,SpringOatPeaIntercrop_2024_NY_196,OGLE,196,4,,1,,,1,27,0
SpringOatPeaIntercrop_2024_NY_196_subplot_2,713777,SpringOatPeaIntercrop_2024_NY_196,OGLE,196,4,,1,,,2,33,0
SpringOatPeaIntercrop_2024_NY_196_subplot_3,713779,SpringOatPeaIntercrop_2024_NY_196,OGLE,196,4,,1,,,3,28,0
SpringOatPeaIntercrop_2024_NY_197_subplot_1,713859,SpringOatPeaIntercrop_2024_NY_197,HORSEPOWER,197,4,,1,,,1,33,0
SpringOatPeaIntercrop_2024_NY_197_subplot_2,713861,SpringOatPeaIntercrop_2024_NY_197,HORSEPOWER,197,4,,1,,,2,33,0
SpringOatPeaIntercrop_2024_NY_197_subplot_3,713863,SpringOatPeaIntercrop_2024_NY_197,HORSEPOWER,197,4,,1,,,3,31,0
SpringOatPeaIntercrop_2024_NY_198_subplot_1,713520,SpringOatPeaIntercrop_2024_NY_198,HORSEPOWER,198,4,,1,,,1,30,8
SpringOatPeaIntercrop_2024_NY_198_subplot_2,713522,SpringOatPeaIntercrop_2024_NY_198,HORSEPOWER,198,4,,1,,,2,38,17
SpringOatPeaIntercrop_2024_NY_198_subplot_3,713524,SpringOatPeaIntercrop_2024_NY_198,HORSEPOWER,198,4,,1,,,3,31,13
SpringOatPeaIntercrop_2024_NY_199_subplot_1,714335,SpringOatPeaIntercrop_2024_NY_199,CORRAL,199,4,,1,,,1,31,14
SpringOatPeaIntercrop_2024_NY_199_subplot_2,714337,SpringOatPeaIntercrop_2024_NY_199,CORRAL,199,4,,1,,,2,32,17
SpringOatPeaIntercrop_2024_NY_199_subplot_3,714339,SpringOatPeaIntercrop_2024_NY_199,CORRAL,199,4,,1,,,3,24,9
SpringOatPeaIntercrop_2024_NY_200_subplot_1,714229,SpringOatPeaIntercrop_2024_NY_200,CORRAL,200,4,,1,,,1,30,0
SpringOatPeaIntercrop_2024_NY_200_subplot_2,714231,SpringOatPeaIntercrop_2024_NY_200,CORRAL,200,4,,1,,,2,31,0
SpringOatPeaIntercrop_2024_NY_200_subplot_3,714233,SpringOatPeaIntercrop_2024_NY_200,CORRAL,200,4,,1,,,3,24,0
